id,transportation_mode,provider,starting_point,transportation_class,departure_location,arrival_location,distance,price
953,Bus,Mayasari,nearest bus terminal,Suite,Tuban,Yogyakarta,222.3379269,166753.44518393624
954,Bus,Sinar Jaya,nearest bus terminal,Business,Jambi,Yogyakarta,1080.9267465522385,702602.3852589551
955,Plane,Lion Air,Bandar Udara Abdulrachman Saleh,Business,Jawa Tengah,Yogyakarta,84.66775283966177,165102.11803734046
956,Bus,Lorena,nearest bus terminal,Suite,Lebak,Yogyakarta,484.56524675423674,363423.93506567756
957,Plane,PT Trigana Air Service,Bandar Udara Internasional Hang Nadim,Economic,Sumatera Selatan,Yogyakarta,877.9380166727185,1316907.0250090777
958,Bus,Sinar Jaya,nearest bus terminal,Economic,Demak,Yogyakarta,120.35665720273047,60178.32860136524
959,Bus,Nusantara,nearest bus terminal,Economic,Palembang,Yogyakarta,831.0533620962693,415526.6810481347
960,Bus,Budiman,nearest bus terminal,Suite,Sulawesi Tengah,Yogyakarta,1350.2021561312324,1012651.6170984244
961,Plane,PT Trigana Air Service,Bandar Udara Bali Baru,Business,Bali,Yogyakarta,521.9825957538203,1017866.0617199496
962,Plane,NAM Air,Bandar Udara Datah Dawai,Suite,Kalimantan Selatan,Yogyakarta,786.7319481865729,1770146.8834197891
963,Train,PT KAI,Lebak Jero,Suite,Bandung,Yogyakarta,325.89770797152363,391077.24956582836
